UTR-2 one section northern sky survey. Averaged observational data at sections No. 5 and 6 of the southern UTR-2 antenna.

  RA2000(h)      DEC2000(deg)     T25(kK)          T20(kK)        T16.7(kK)       T14.7(kK)      T12.6(kK)        T10(kK)

   17.00	    -5.00	  22.364	   41.646	   88.058	  107.591	  189.437	  406.959	 
   17.50	    -5.00	  27.967	   57.486	  129.545	  156.524	  244.376	  557.995	 
   18.00	    -5.00	  36.564	   77.918	  167.625	  208.455	  335.620	  801.554	 
   18.50	    -5.00	  47.888	   95.782	  187.462	  245.264	  391.623	  940.203	 
   19.00	    -5.00	  50.388	   96.123	  190.710	  265.930	  418.684	 1065.806	 
   19.50	    -5.00	  40.100	   83.475	  198.588	  288.164	  480.391	 1114.352	 
   20.00	    -5.00	  33.879	   70.741	  197.867	  284.517	  550.759	 1110.270	 
   20.50	    -5.00	  31.768	   58.267	  150.291	  226.012	  523.525	 1106.987	 
   21.00	    -5.00	  37.649	   50.709	  103.047	  153.918	  389.415	  957.626	 
   21.50	    -5.00	  28.311	   43.345	   88.144	  131.991	  298.872	  916.591	 
   22.00	    -5.00	  23.110	   37.636	   82.022	  103.773	  247.210	  592.028	 
   22.50	    -5.00	  22.649	   32.345	   64.307	   87.566	  203.032	  413.021	 
   23.00	    -5.00	  20.867	   29.103	   52.752	   76.235	  183.702	  381.097	 
   23.50	    -5.00	  20.214	   27.753	   48.455	   65.493	  153.250	  351.868	 
    0.00	    -3.00	  18.266	   26.987	   49.593	   60.639	  131.242	  271.076	 
    0.50	    -3.00	  17.482	   27.435	   48.406	   57.660	  123.618	  241.035	 
    1.00	    -3.00	  18.066	   29.167	   48.358	   58.792	  124.621	  235.258	 
    1.50	    -3.00	  18.025	   28.870	   49.579	   58.972	  121.950	  251.615	 
    2.00	    -3.00	  19.000	   29.092	   54.100	   67.382	  121.476	  274.954	 
    2.50	    -3.00	  17.783	   27.995	   62.012	   70.703	  116.746	  277.809	 
    3.00	    -3.00	  17.330	   25.688	   56.144	   67.753	  113.493	  258.481	 
    3.50	    -3.00	  16.204	   24.984	   49.803	   64.706	  115.469	  228.754	 
    4.00	    -3.00	  16.350	   25.076	   46.843	   58.086	  113.876	  203.786	 
    4.50	    -3.00	  17.019	   25.131	   46.824	   58.102	  106.447	  180.051	 
    5.00	    -3.00	  17.499	   25.681	   48.548	   60.585	  100.132	  175.152	 
    5.50	    -3.00	  18.814	   27.989	   50.729	   63.468	  106.448	  193.919	 
    6.00	    -3.00	  18.916	   30.796	   59.055	   72.118	  117.404	  213.917	 
    6.50	    -3.00	  20.839	   34.139	   67.799	   81.453	  125.136	  232.495	 
    7.00	    -3.00	  20.428	   32.570	   66.208	   80.258	  121.250	  247.335	 
    7.50	    -3.00	  17.560	   27.745	   56.600	   69.047	  110.308	  240.492	 
    8.00	    -3.00	  15.253	   23.437	   46.323	   55.304	   96.924	  215.107	 
    8.50	    -3.00	  12.747	   19.025	   37.057	   45.463	   87.556	  181.683	 
    9.00	    -3.00	  11.797	   16.331	   32.857	   40.293	   74.597	  162.319	 
    9.50	    -3.00	  12.079	   16.575	   31.716	   38.646	   68.934	  149.087	 
